NumericValue,Acronym,RegionType,MajorRegionColor,SubRegionColor,DissectionRegionColor,MajorRegion,SubRegion,OverlapStructures,OverlapRatio,Slice,SliceWidth,CCFSliceStart,CEMBA3CID,CEMBAID,CEMBAv1,AIBSRegionName,AIBSSMARTStructure,Note
463,TH_LD,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,LD,,,,,,,,TH_LD,TH,
464,LGN_Core,AIBS_SMART,#ff7080,#ff7080,#ff8084,TH,TH,LGd,,,,,,,,LGN_Core,TH,
465,LGN_Shell,AIBS_SMART,#ff7080,#ff7080,#ff8084,TH,TH,LGd,,,,,,,,LGN_Shell,TH,
466,LGv,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,LGv,,,,,,,,LGv,TH,
467,LP,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,LP,,,,,,,,LP,TH,
468,TH_LPant,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,LP,,,,,,,,TH_LPant,TH,
469,TH_LPpost,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,LP,,,,,,,,TH_LPpost,TH,
470,TH_MD_IMD_PCN_CL,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,"MD,IMD,PCN,CL",,,,,,,,TH_MD_IMD_PCN_CL,TH,
471,TH_MG_SPFp_PP_POL_SGN_PoT_PIL,AIBS_SMART,#ff7080,#ff7080,#ff8084,TH,TH,"MG,SPFp,PP,POL,SGN,PoT,PIL",,,,,,,,TH_MG_SPFp_PP_POL_SGN_PoT_PIL,TH,
472,TH_MH_LH,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,"MH,LH",,,,,,,,TH_MH_LH,TH,
473,TH_MH_LHant,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,"MH,LH",,,,,,,,TH_MH_LHant,TH,
474,TH_MH_LHpost,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,"MH,LH",,,,,,,,TH_MH_LHpost,TH,
475,TH_PCN,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,PCN,,,,,,,,TH_PCN,TH,
476,TH_PF,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,PF,,,,,,,,TH_PF,TH,
477,TH_PO_Eth,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,"PO,Eth",,,,,,,,TH_PO_Eth,TH,
478,TH_PVT_PT,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,"PVT,PT",,,,,,,,TH_PVT_PT,TH,
479,TH_RE_RH_CM_IAM_SMT_PR_Xi,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,"RE,RH,CM,IAM,SMT,PR,Xi",,,,,,,,TH_RE_RH_CM_IAM_SMT_PR_Xi,TH,
480,TH_RT,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,RT,,,,,,,,TH_RT,TH,
481,TH_SPA_SPFm,AIBS_SMART,#ff7080,#ff7080,#ff8084,TH,TH,"SPA,SPFm",,,,,,,,TH_SPA_SPFm,TH,
482,TH_VAL,AIBS_SMART,#ff7080,#ff7080,#ff8084,TH,TH,VAL,,,,,,,,TH_VAL,TH,
483,TH_VENT,AIBS_SMART,#ff7080,#ff7080,#ff8084,TH,TH,VENT,,,,,,,,TH_VENT,TH,
484,TH_VM,AIBS_SMART,#ff7080,#ff7080,#ff8084,TH,TH,VM,,,,,,,,TH_VM,TH,
485,TH_VPL,AIBS_SMART,#ff7080,#ff7080,#ff8084,TH,TH,VPL,,,,,,,,TH_VPL,TH,
486,TH_VPM,AIBS_SMART,#ff7080,#ff7080,#ff8084,TH,TH,VPM,,,,,,,,TH_VPM,TH,
487,TH_VPMpc_VPLpc,AIBS_SMART,#ff7080,#ff7080,#ff8084,TH,TH,"VPMpc,VPLpc",,,,,,,,TH_VPMpc_VPLpc,TH,
488,TH_Xi,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,Xi,,,,,,,,TH_Xi,TH,
489,CB - CBN,AIBS_TENX,#f0f080,#f0f080,#f0f080,CB,CBN,CBN,,,,,,,,CB - CBN,,
490,CB - HEM,AIBS_TENX,#f0f080,#fffc91,#fffc91,CB,HEM,HEM,,,,,,,,CB - HEM,,
491,CB - VERM,AIBS_TENX,#f0f080,#fffc91,#fffc91,CB,VERM,VERM,,,,,,,,CB - VERM,,
492,CB - VERM-CBN,AIBS_TENX,#f0f080,#fffc91,#fffc91,CB,VERM,"VERM,CBN",,,,,,,,CB - VERM-CBN,,
493,STR - STRd,AIBS_TENX,#98d6f9,#98d6f9,#98d6f9,CNU,CP,CP,,,,,,,,STR - STRd,,
494,STR - LSX,AIBS_TENX,#98d6f9,#90cbed,#90cbed,CNU,LSX,LSX,,,,,,,,STR - LSX,,
495,CNU - PAL,AIBS_TENX,#98d6f9,#8599cc,#8599cc,CNU,PAL,PAL,,,,,,,,CNU - PAL,,
496,STR - sAMY,AIBS_TENX,#98d6f9,#80c0e2,#80c0e2,CNU,sAMY,sAMY,,,,,,,,STR - sAMY,,
497,STR - STRv,AIBS_TENX,#98d6f9,#80cdf8,#80cdf8,CNU,STRv,STRv,,,,,,,,STR - STRv,,
498,CTXsp - CLA-EP-LA-BLA-BMA-PA,AIBS_TENX,#8ada87,#8ada87,#8ada87,CTXsp,CTXsp,"CLA,EP,LA,BLA,BMA,PA",,,,,,,,CTXsp - CLA-EP-LA-BLA-BMA-PA,,
499,MY - AP-DCO-VCO-DCN-ECU-NTS,AIBS_TENX,#ff9b88,#ff9bcd,#ffa5d2,HB,MY,"AP,DCO,VCO,DCN,ECU,NTS",,,,,,,,MY - AP-DCO-VCO-DCN-ECU-NTS,,
500,MY - CN-DCN-ECU-NTS-SPVC-SPVI-SPVO,AIBS_TENX,#ff9b88,#ff9bcd,#ffa5d2,HB,MY,"CN,DCN,ECU,NTS,SPVC,SPVI,SPVO",,,,,,,,MY - CN-DCN-ECU-NTS-SPVC-SPVI-SPVO,,
501,HB - MY,AIBS_TENX,#ff9b88,#ff9bcd,#ff9bcd,HB,MY,MY,,,,,,,,HB - MY,,
502,MY - MYsat-MYmot,AIBS_TENX,#ff9b88,#ff9bcd,#ffc6e2,HB,MY,"MY-sat,MY-mot",,,,,,,,MY - MYsat-MYmot,,
503,MY - MYsat-MYmot post,AIBS_TENX,#ff9b88,#ff9bcd,#ffc6e2,HB,MY,"MY-sat,MY-mot",,,,,,,,MY - MYsat-MYmot post,,
504,MY - MYsat-MYmot ant,AIBS_TENX,#ff9b88,#ff9bcd,#ffc6e2,HB,MY,"MY-sat,MY-mot",,,,,,,,MY - MYsat-MYmot ant,,
505,MY - MYsat-MYmot-vent post,AIBS_TENX,#ff9b88,#ff9bcd,#ffc6e2,HB,MY,"MY-sat,MY-mot",,,,,,,,MY - MYsat-MYmot-vent post,,
506,MY - MYsat-Mymot-vent ant,AIBS_TENX,#ff9b88,#ff9bcd,#ffc6e2,HB,MY,"MY-sat,MY-mot",,,,,,,,MY - MYsat-Mymot-vent ant,,
507,MY - SPVC-SPVI-SPVO,AIBS_TENX,#ff9b88,#ff9bcd,#ffa5d2,HB,MY,"SPVC,SPVI,SPVO",,,,,,,,MY - SPVC-SPVI-SPVO,,
508,MY - VNC-PHY-DMX-XII,AIBS_TENX,#ff9b88,#ff9bcd,#ffb3d9,HB,MY,"VNC,PHY,DMX,XII",,,,,,,,MY - VNC-PHY-DMX-XII,,
509,PONS - Pmot-Psat ant,AIBS_TENX,#ff9b88,#ff9b88,#ffba86,HB,P,"P-mot,P-sat",,,,,,,,PONS - Pmot-Psat ant,,
510,PONS - Pmot-Psat post,AIBS_TENX,#ff9b88,#ff9b88,#ffba86,HB,P,"P-mot,P-sat",,,,,,,,PONS - Pmot-Psat post,,
511,PONS - Psen,AIBS_TENX,#ff9b88,#ff9b88,#ffae6f,HB,P,P-sen,,,,,,,,PONS - Psen,,
512,HB - Pons,AIBS_TENX,#ff9b88,#ff9b88,#ff9b88,HB,P,P,,,,,,,,HB - Pons,,
513,HIP - CA,AIBS_TENX,#7ed04b,#7ed04b,#7ed04b,HPF,CA,CA,,,,,,,,HIP - CA,,
514,ENT,AIBS_TENX,#7ed04b,#32b825,#32b825,HPF,ENT,ENT,,,,,,,,ENT,,
515,HIP,AIBS_TENX,#7ed04b,#7ed04b,#7ed04b,HPF,HIP,HIP,,,,,,,,HIP,,
516,PAR-POST-PRE-SUB-ProS,AIBS_TENX,#7ed04b,#32b825,#72d569,HPF,RHP,"PAR,POST,PRE,SUB,ProS",,,,,,,,PAR-POST-PRE-SUB-ProS,,
517,HY - HYpl,AIBS_TENX,#e64438,#e64438,#e64438,HY,HY,HY,,,,,,,,HY - HYpl,,
518,HY - HYm2,AIBS_TENX,#e64438,#e64438,#e64438,HY,HY,HY,,,,,,,,HY - HYm2,,
519,HY - HYa2,AIBS_TENX,#e64438,#e64438,#e64438,HY,HY,HY,,,,,,,,HY - HYa2,,
520,HY - HYa1,AIBS_TENX,#e64438,#e64438,#e64438,HY,HY,HY,,,,,,,,HY - HYa1,,
521,HY - HYmm,AIBS_TENX,#e64438,#e64438,#e64438,HY,HY,HY,,,,,,,,HY - HYmm,,
522,HY - HYpm,AIBS_TENX,#e64438,#e64438,#e64438,HY,HY,HY,,,,,,,,HY - HYpm,,
523,HY - HYml,AIBS_TENX,#e64438,#e64438,#e64438,HY,HY,HY,,,,,,,,HY - HYml,,
524,HY LZ,AIBS_TENX,#e64438,#e64438,#f2483b,HY,HY,LZ,,,,,,,,HY LZ,,
525,HY - MEZ-PVZ-PVR,AIBS_TENX,#e64438,#e64438,#ff4c3e,HY,HY,"MEZ,PVZ,PVR",,,,,,,,HY - MEZ-PVZ-PVR,,
526,ACA,AIBS_TENX,#70ff71,#40a666,#40a666,Isocortex,ACA,ACA,,,,,,,,ACA,,
527,AI-CLA,AIBS_TENX,#70ff71,#219866,#219866,Isocortex,AI,"AI,CLA",,,,,,,,AI-CLA,,
528,AId-AIv,AIBS_TENX,#70ff71,#219866,#219866,Isocortex,AI,"AId,AIv",,,,,,,,AId-AIv,,
529,AId-AIv-AIp,AIBS_TENX,#70ff71,#219866,#219866,Isocortex,AI,"AId,AIv,AIp",,,,,,,,AId-AIv-AIp,,
530,AUD,AIBS_TENX,#70ff71,#019399,#019399,Isocortex,AUD,AUD,,,,,,,,AUD,,
531,AUD-TEa-PERI-ECT,AIBS_TENX,#70ff71,#019399,#019399,Isocortex,"AUD,TEa,PERI,ECT","AUD,TEa,PERI,ECT",,,,,,,,AUD-TEa-PERI-ECT,,
532,MO-FRP,AIBS_TENX,#70ff71,#1f9d5a,#1f9d5a,Isocortex,"MO,FRP","MO,FRP",,,,,,,,MO-FRP,,
533,MOp,AIBS_TENX,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOp,MOp,,,,,,,,MOp,,
534,MOs-FRP,AIBS_TENX,#70ff71,#1f9d5a,#1f9d5a,Isocortex,"MOs,FRP","MOs,FRP",,,,,,,,MOs-FRP,,
535,PL-ILA-ORB,AIBS_TENX,#70ff71,#2fa850,#2fa850,Isocortex,"PL,ILA,ORB","PL,ILA,ORB",,,,,,,,PL-ILA-ORB,,
536,PTLp,AIBS_TENX,#70ff71,#009fac,#009fac,Isocortex,PTLp,PTLp,,,,,,,,PTLp,,
537,RSP,AIBS_TENX,#70ff71,#1aa698,#1aa698,Isocortex,RSP,RSP,,,,,,,,RSP,,
538,SS-GU-VISC,AIBS_TENX,#70ff71,#188064,#188064,Isocortex,"SS,GU,VISC","SS,GU,VISC",,,,,,,,SS-GU-VISC,,
539,SSp,AIBS_TENX,#70ff71,#188064,#188064,Isocortex,SSp,SSp,,,,,,,,SSp,,
540,SSs-GU-VISC-AIp,AIBS_TENX,#70ff71,#188064,#188064,Isocortex,"SSs,GU,VISC,AI","SSs,GU,VISC,AIp",,,,,,,,SSs-GU-VISC-AIp,,
541,TEa-PERI-ECT,AIBS_TENX,#70ff71,#15b0b3,#15b0b3,Isocortex,"TEa,PERI,ECT","TEa,PERI,ECT",,,,,,,,TEa-PERI-ECT,,
542,VIS,AIBS_TENX,#70ff71,#08858c,#08858c,Isocortex,VIS,VIS,,,,,,,,VIS,,
543,VISl,AIBS_TENX,#70ff71,#08858c,#08858c,Isocortex,VIS,VISl,,,,,,,,VISl,,
544,VISm,AIBS_TENX,#70ff71,#08858c,#08858c,Isocortex,VIS,VIS,,,,,,,,VISm,,
545,VISp,AIBS_TENX,#70ff71,#08858c,#08858c,Isocortex,VIS,VISp,,,,,,,,VISp,,
546,VIS-PTLp,AIBS_TENX,#70ff71,#08858c,#08858c,Isocortex,"VIS,PTLp","VIS,PTLp",,,,,,,,VIS-PTLp,,
547,MB - IC,AIBS_TENX,#ff64ff,#ff64ff,#ff7aff,MB,MB,IC,,,,,,,,MB - IC,,
548,MB - MRN-CUN-RN-RR-PN,AIBS_TENX,#ff64ff,#ff64ff,#ff90ff,MB,MB,"MRN,CUN,RN,RR,PN",,,,,,,,MB - MRN-CUN-RN-RR-PN,,
549,MB - MRN-CUN-RN-RR-PPN-NB-SAG-PBG,AIBS_TENX,#ff64ff,#ff64ff,#ff90ff,MB,MB,"MRN,CUN,RN,RR,PPN,NB,SAG,PBG",,,,,,,,MB - MRN-CUN-RN-RR-PPN-NB-SAG-PBG,,
550,MB - MRN-CUN-RN-RR-PPN-PRT,AIBS_TENX,#ff64ff,#ff64ff,#ff90ff,MB,MB,"MRN,CUN,RN,RR,PPN,PRT",,,,,,,,MB - MRN-CUN-RN-RR-PPN-PRT,,
551,MB - MRN-CUN-RN-RR-PPN-PRT-SC-IC,AIBS_TENX,#ff64ff,#ff64ff,#ff90ff,MB,MB,"MRN,CUN,RN,RR,PPN,PRT,SCs,SCm,IC",,,,,,,,MB - MRN-CUN-RN-RR-PPN-PRT-SC-IC,,
552,MB - PAG-RAmb,AIBS_TENX,#ff64ff,#ff64ff,#ff90ff,MB,MB,"PAG,RAmb",,,,,,,,MB - PAG-RAmb,,
553,MB - PRT,AIBS_TENX,#ff64ff,#ff64ff,#ff90ff,MB,MB,PRT,,,,,,,,MB - PRT,,
554,MB - SC,AIBS_TENX,#ff64ff,#ff64ff,#ff7aff,MB,MB,"SCs,SCm",,,,,,,,MB - SC,,
555,MB - SC-IC,AIBS_TENX,#ff64ff,#ff64ff,#ff7aff,MB,MB,"SCs,SCm,IC",,,,,,,,MB - SC-IC,,
556,MB - VTA-SN,AIBS_TENX,#ff64ff,#ff64ff,#ff90ff,MB,MB,"VTA,SNl,SNr,SNc",,,,,,,,MB - VTA-SN,,
557,OLF - AON-TT-DP,AIBS_TENX,#9ad2bd,#54bf94,#54bf94,OLF,AON,"AON,TT,DP",,,,,,,,OLF - AON-TT-DP,,
558,OLF - AON-TT-DP-PIR-COA-NLOT-PAA-TR,AIBS_TENX,#9ad2bd,#54bf94,#54bf94,OLF,AON,"AON,TT,DP,PIR,COA,NLOT,PAA,TR",,,,,,,,OLF - AON-TT-DP-PIR-COA-NLOT-PAA-TR,,
559,OLF - MOB-AOB,AIBS_TENX,#9ad2bd,#9ad2bd,#9ad2bd,OLF,MOB,"MOB,AOB",,,,,,,,OLF - MOB-AOB,,
560,OLF - PIR,AIBS_TENX,#9ad2bd,#6acbba,#6acbba,OLF,PIR,PIR,,,,,,,,OLF - PIR,,
561,OLF - COA-PAA-NLOT-TR,AIBS_TENX,#9ad2bd,#9ad2bd,#61e7b7,OLF,OLF,"COA,PAA,NLOT,TR",,,,,,,,OLF - COA-PAA-NLOT-TR,,
562,TH - AD-AV-AM-IAD-LD,AIBS_TENX,#ff7080,#ff7080,#ff909f,TH,TH,"AD,AV,AM,IAD,LD",,,,,,,,TH - AD-AV-AM-IAD-LD,,
563,TH - LGd-IGL-LGv,AIBS_TENX,#ff7080,#ff7080,#ff8084,TH,TH,"LGd,IGL,LGv",,,,,,,,TH - LGd-IGL-LGv,,
564,TH - MD-IMD-PCN-CL,AIBS_TENX,#ff7080,#ff7080,#ff909f,TH,TH,"MD,IMD,PCN,CL",,,,,,,,TH - MD-IMD-PCN-CL,,
565,TH - MG-SPFp-PP-POL-SGN-PoT-PIL,AIBS_TENX,#ff7080,#ff7080,#ff8084,TH,TH,"MG,SPFp,PP,POL,SGN,PoT,PIL",,,,,,,,TH - MG-SPFp-PP-POL-SGN-PoT-PIL,,
566,TH - MH-LH-LP,AIBS_TENX,#ff7080,#ff7080,#ff909f,TH,TH,"MH,LH,LP",,,,,,,,TH - MH-LH-LP,,
567,TH - PF-SPA-SPFm-VPMpc-VPLpc-RT,AIBS_TENX,#ff7080,#ff7080,#ff909f,TH,TH,"PF,SPA,SPFm,VPMpc,VPLpc,RT",,,,,,,,TH - PF-SPA-SPFm-VPMpc-VPLpc-RT,,
568,TH - PO-Eth,AIBS_TENX,#ff7080,#ff7080,#ff909f,TH,TH,"PO,Eth",,,,,,,,TH - PO-Eth,,
569,TH - PVT-PT,AIBS_TENX,#ff7080,#ff7080,#ff909f,TH,TH,"PVT,PT",,,,,,,,TH - PVT-PT,,
570,TH - RE-RH-CM-IAM-SMT-PR-Xi,AIBS_TENX,#ff7080,#ff7080,#ff909f,TH,TH,"RE,RH,CM,IAM,SMT,PR,Xi",,,,,,,,TH - RE-RH-CM-IAM-SMT-PR-Xi,,
571,TH - Anterior,AIBS_TENX,#ff7080,#ff7080,#ff7080,TH,TH,TH,,,,,,,,TH - Anterior,,
572,TH - Middle-medial,AIBS_TENX,#ff7080,#ff7080,#ff7080,TH,TH,TH,,,,,,,,TH - Middle-medial,,
573,TH - Middle-lateral,AIBS_TENX,#ff7080,#ff7080,#ff7080,TH,TH,TH,,,,,,,,TH - Middle-lateral,,
574,TH,AIBS_TENX,#ff7080,#ff7080,#ff7080,TH,TH,TH,,,,,,,,TH,,
575,TH - Posterior,AIBS_TENX,#ff7080,#ff7080,#ff7080,TH,TH,TH,,,,,,,,TH - Posterior,,
576,TH - VAL-VPM-VPL-VM,AIBS_TENX,#ff7080,#ff7080,#ff8084,TH,TH,"VAL,VPM,VPL,VM",,,,,,,,TH - VAL-VPM-VPL-VM,,
